route,title,url,checkedAt
"thun.klosestrasse","STI official network and station access plans","https://www.stibus.ch/fahrplaene/busnetz-und-situationsplan.php","2026-09-13"
"aarau.kunsthaus","SBB official station plan, edition 01/2025","https://company.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-aarau-a4.pdf","2026-09-13"
"aarau.kunsthaus","Recorded 14 September 2026 journey and planner transfer budget","https://transport.opendata.ch/v1/connections?from=8578642&to=Z%C3%BCrich%20HB&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"aarau.kunsthaus","OpenStreetMap public street and station geometry snapshot","https://api.openstreetmap.org/api/0.6/map.json?bbox=8.0460,47.3900,8.0520,47.3924","2026-09-13"
"aarau.kunsthaus","Bus Aarau official line 5 stop timetable","https://www.busaarau.ch/fileadmin/user_upload/Fahrplaene/Linie_5/5_Aarau_Bahnhof_-_C_Hin.pdf","2026-09-13"
"olten.schuetzenmatt","SBB official station plan, edition 02/2026","https://company.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-olten-a4.pdf","2026-09-13"
"olten.schuetzenmatt","Recorded 14 September 2026 journey and planner transfer budget","https://transport.opendata.ch/v1/connections?from=8590432&to=Z%C3%BCrich%20HB&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"olten.schuetzenmatt","OpenStreetMap public street and station geometry snapshot","https://api.openstreetmap.org/api/0.6/map.json?bbox=7.9008,47.3475,7.9085,47.3526","2026-09-13"
"olten.schuetzenmatt","BOGG line 509 Schützenmatt timetable, valid from 14 December 2025","https://www.bogg.ch/cust/files/488/5.0%20509_520OLSC3_1_Hin.pdf","2026-09-13"
"bellinzona.piazza-mesolcina","SBB official station plan, edition 02/2026","https://company.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-bellinzona-a4.pdf","2026-09-13"
"bellinzona.piazza-mesolcina","Recorded 14 September 2026 journey and planner transfer budget","https://transport.opendata.ch/v1/connections?from=8575178&to=Z%C3%BCrich%20HB&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"bellinzona.piazza-mesolcina","OpenStreetMap public street and station geometry snapshot","https://api.openstreetmap.org/api/0.6/map.json?bbox=9.0248,46.1945,9.0305,46.1988","2026-09-13"
"locarno.piazza-castello","SBB official station plan, edition 06/2026","https://company.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-locarno-a4.pdf","2026-09-13"
"locarno.piazza-castello","Recorded 14 September 2026 journey and planner transfer budget","https://transport.opendata.ch/v1/connections?from=8578883&to=Z%C3%BCrich%20HB&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"locarno.piazza-castello","OpenStreetMap public street and station geometry snapshot","https://api.openstreetmap.org/api/0.6/map.json?bbox=8.7935,46.1670,8.8030,46.1740","2026-09-13"
"locarno.piazza-castello","FART official line-network overview","https://fartiamo.ch/de/home-2/","2026-09-13"
"lugano.piazza-besso","SBB official station plan, edition 12/2025","https://company.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-lugano-a4.pdf","2026-09-13"
"lugano.piazza-besso","Recorded 14 September 2026 journey and planner transfer budget","https://transport.opendata.ch/v1/connections?from=8575286&to=Z%C3%BCrich%20HB&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"lugano.piazza-besso","OpenStreetMap public street and station geometry snapshot","https://api.openstreetmap.org/api/0.6/map.json?bbox=8.9440,46.0048,8.9478,46.0068","2026-09-13"
"lugano.piazza-besso","TPL line 3 Stazione Piazza Besso timetable, valid from 14 December 2025","https://www.tplsa.ch/repository/pdf-2026/403_A_LUGPB2.pdf","2026-09-13"
"nyon.centre-ville","Actual Geneva-bound connections","https://transport.opendata.ch/v1/connections?from=8593874&to=8501008&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"nyon.centre-ville","OSM full station extract","https://api.openstreetmap.org/api/0.6/map.json?bbox=6.2305,46.3815,6.2395,46.3880","2026-09-13"
"nyon.centre-ville","Mapped centre ville bus platform","https://www.openstreetmap.org/node/1837005634","2026-09-13"
"nyon.centre-ville","Voie 1 platform polygon","https://www.openstreetmap.org/way/210675017","2026-09-13"
"nyon.centre-ville","Connected public path landing","https://www.openstreetmap.org/node/5149171869","2026-09-13"
"nyon.centre-ville","City station project and future works","https://www.nyon.ch/nyon-officiel/grands-projets/gare-de-nyon/","2026-09-13"
"winterthur.museumstrasse","SBB station and area plan","https://company.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-winterthur-a4.pdf","2026-09-13"
"winterthur.museumstrasse","Recorded planner transfer budget","https://transport.opendata.ch/v1/connections?from=8588552&to=8507000&date=2026-09-15&time=08%3A00&limit=3","2026-09-13"
"winterthur.museumstrasse","OpenStreetMap station geometry extract","https://www.openstreetmap.org/api/0.6/map.json?bbox=8.720,47.497,8.727,47.503","2026-09-13"
"winterthur.museumstrasse","City temporary traffic order for Stellwerk II","https://stadt.winterthur.ch/gemeinde/verwaltung/bau/tiefbauamt/oeffentliche-planauflage-und-verkehrsanordnungen/verkehrsanordnungen/baustellensignalisation-stellwerk-ii-bahnhofplatz-bahnfussweg-merkur-und-museumstrasse","2026-09-13"
"winterthur.museumstrasse","Stellwerk 2 current construction information","https://stellwerk2.ch/baustelleninformation/","2026-09-13"
"winterthur.museumstrasse","City bicycle station access information","https://stadt.winterthur.ch/themen/leben-in-winterthur/verkehr-mobilitaet/velo/velo-rund-um-den-bahnhof/velostationen","2026-09-13"
"winterthur.archstrasse","SBB station and area plan","https://company.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-winterthur-a4.pdf","2026-09-13"
"winterthur.archstrasse","Recorded planner transfer budget","https://transport.opendata.ch/v1/connections?from=8594298&to=8507000&date=2026-09-15&time=08%3A00&limit=3","2026-09-13"
"winterthur.archstrasse","OpenStreetMap station geometry extract","https://www.openstreetmap.org/api/0.6/map.json?bbox=8.720,47.497,8.727,47.503","2026-09-13"
"winterthur.archstrasse","Captured Aarau full-journey baseline at 08:04","https://transport.opendata.ch/v1/connections?from=8594298&to=Aarau&date=2026-09-15&time=08%3A04&limit=4","2026-09-13"
"winterthur.archstrasse","Captured actual train candidates at 08:06","https://transport.opendata.ch/v1/connections?from=8506000&to=Aarau&date=2026-09-15&time=08%3A06&limit=10","2026-09-13"
"st-gallen.st-leonhard","SBB station and area plan","https://company.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-st-gallen-a4.pdf","2026-09-13"
"st-gallen.st-leonhard","Recorded planner transfer budget","https://transport.opendata.ch/v1/connections?from=8574223&to=8507000&date=2026-09-15&time=08%3A00&limit=3","2026-09-13"
"st-gallen.st-leonhard","OpenStreetMap station geometry extract","https://www.openstreetmap.org/api/0.6/map.json?bbox=9.366,47.420,9.373,47.425","2026-09-13"
"st-gallen.st-leonhard","Mapped access stairs without height data","https://www.openstreetmap.org/way/378097959","2026-09-13"
"st-gallen.st-leonhard","Mapped Gleis 1 stairs without height data","https://www.openstreetmap.org/way/377429471","2026-09-13"
"schaffhausen.bahnhof-nord","SBB station and area plan","https://cdnsource.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-schaffhausen-a4.pdf.sbbdownload.pdf","2026-09-13"
"schaffhausen.bahnhof-nord","Recorded planner transfer budget","https://transport.opendata.ch/v1/connections?from=8588887&to=8507000&date=2026-09-15&time=08%3A00&limit=3","2026-09-13"
"schaffhausen.bahnhof-nord","OpenStreetMap station geometry extract","https://www.openstreetmap.org/api/0.6/map.json?bbox=8.629,47.696,8.635,47.701","2026-09-13"
"schaffhausen.bahnhof-nord","Gleis 1 stairs with mapped count and riser height","https://www.openstreetmap.org/way/191872658","2026-09-13"
"schaffhausen.bahnhof-nord","Northern ramp with surveyed length tag","https://www.openstreetmap.org/way/291491757","2026-09-13"
"schaffhausen.bahnhof-nord","Lift on rejected shortest Gleis 6 path","https://www.openstreetmap.org/node/3809734505","2026-09-13"
"chur.post-i","SBB station and area plan","https://company.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-chur-a4.pdf","2026-09-13"
"chur.post-i","Recorded planner transfer budget","https://transport.opendata.ch/v1/connections?from=8571313&to=Arosa&date=2026-09-15&time=08%3A00&limit=3","2026-09-13"
"chur.post-i","OpenStreetMap station geometry extract","https://www.openstreetmap.org/api/0.6/map.json?bbox=9.526,46.851,9.532,46.855","2026-09-13"
"zurich-hb.sihlpost","SBB station and area plan","https://company.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-zuerich-hb-a4.pdf","2026-09-13"
"zurich-hb.sihlpost","Recorded planner transfer budget","https://transport.opendata.ch/v1/connections?from=8591367&to=8507000&date=2026-09-15&time=08%3A00&limit=3","2026-09-13"
"zurich-hb.sihlpost","OpenStreetMap station geometry extract","https://www.openstreetmap.org/api/0.6/map.json?bbox=8.533,47.3755,8.542,47.380","2026-09-13"
"zurich-oerlikon.bahnhof-nord","SBB station and area plan","https://company.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-zuerich-oerlikon-a4.pdf","2026-09-13"
"zurich-oerlikon.bahnhof-nord","Recorded planner transfer budget","https://transport.opendata.ch/v1/connections?from=8591062&to=8507000&date=2026-09-15&time=08%3A00&limit=3","2026-09-13"
"zurich-oerlikon.bahnhof-nord","OpenStreetMap station geometry extract","https://www.openstreetmap.org/api/0.6/map.json?bbox=8.541,47.409,8.547,47.414","2026-09-13"
"bern.hirschengraben","SBB station plan","https://company.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-bern-a4.pdf","2026-09-13"
"bern.hirschengraben","Operator stop/access plan","https://www.bernmobil.ch/de/fahrplan-netz/fahrplan-nach-haltestellen/hirschengraben","2026-09-13"
"bern.hirschengraben","Recorded planner response","https://transport.opendata.ch/v1/connections?from=8579896&to=8503000&date=2026-09-14&time=08%3A00&limit=3","2026-09-13"
"bern.hirschengraben","Published works information","https://www.bernmobil.ch/de/verkehrsinformationen/baustellen/unterhalsarbeiten-raum-bahnhof","2026-09-13"
"bern.hirschengraben","Gleis 3/4 platform polygon","https://www.openstreetmap.org/relation/10228959","2026-09-13"
"bern.hirschengraben","Gleis 5/6 platform polygon","https://www.openstreetmap.org/relation/10228960","2026-09-13"
"bern.hirschengraben","Gleis 7/8 platform polygon","https://www.openstreetmap.org/relation/10228961","2026-09-13"
"bern.hirschengraben","Gleis 9/10 platform polygon","https://www.openstreetmap.org/relation/14666888","2026-09-13"
"bern.hirschengraben","Gleis 12/13 platform polygon","https://www.openstreetmap.org/relation/10228957","2026-09-13"
"bern.hirschengraben","Public Welle access description","https://www.sbb.ch/de/reiseinformationen/bahnhoefe/bahnhof-finden/bahnhof-bern/bahnhofsbeschrieb.html","2026-09-13"
"bern.hirschengraben","Future Bubenberg access is not yet open","https://news.sbb.ch/de/019d7b77-8b55-7146-873b-297632bf5fea/zukunft-bahnhof-bern-ausbau-laeuft-in-vielen-bereichen-gut-komplexitaet-fuehrt-jedoch-zu-verzoegerungen","2026-09-13"
"biel.place-guisan","SBB station plan","https://www.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-biel-bienne-a4.pdf.sbbdownload.pdf","2026-09-13"
"biel.place-guisan","Operator stop/access plan","https://widgets.oev-info.ch/publikation/jahresfpl/22.005.pdf","2026-09-13"
"biel.place-guisan","Recorded planner response","https://transport.opendata.ch/v1/connections?from=8587619&to=8503000&date=2026-09-14&time=08%3A00&limit=3","2026-09-13"
"biel.place-guisan","Published works information","https://vb-tpb.ch/de/netzinfo","2026-09-13"
"biel.place-guisan","Gleis 2/3 platform polygon","https://www.openstreetmap.org/relation/10216211","2026-09-13"
"biel.place-guisan","Gleis 4/5 platform polygon","https://www.openstreetmap.org/relation/10216212","2026-09-13"
"biel.place-guisan","Gleis 6/7 platform polygon","https://www.openstreetmap.org/relation/10216208","2026-09-13"
"geneve.lyon","SBB station plan","https://company.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-geneve-a4.pdf","2026-09-13"
"geneve.lyon","Operator stop/access plan","https://www.tpg.ch/sites/default/files/arrets_plan_de_connexion/CVIN_Gen%C3%A8ve%20gare%20Cornavin_Totem.pdf","2026-09-13"
"geneve.lyon","Recorded planner response","https://transport.opendata.ch/v1/connections?from=8592850&to=8501120&date=2026-09-14&time=08%3A00&limit=3","2026-09-13"
"geneve.lyon","Published works information","https://company.sbb.ch/fr/developpement-ferroviaire/projets/suisse-romande-valais/leman-2030/nos-projets/geneve-cornavin.html","2026-09-13"
"geneve.lyon","Voies 4/5 platform polygon","https://www.openstreetmap.org/relation/4013259","2026-09-13"
"neuchatel.gare-nord","SBB station plan","https://cdnsource.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-neuchatel-a4.pdf.sbbdownload.pdf","2026-09-13"
"neuchatel.gare-nord","Operator stop/access plan","https://www.transn.ch/fileadmin/transn/pdf/Plans/Plan-de-connexion_GareNord_2024.pdf","2026-09-13"
"neuchatel.gare-nord","Recorded planner response","https://transport.opendata.ch/v1/connections?from=8579625&to=8501120&date=2026-09-14&time=08%3A00&limit=3","2026-09-13"
"neuchatel.gare-nord","Published works information","https://www.transn.ch/voyageurs/voyager/info-voyageurs/info-trafic/","2026-09-13"
"neuchatel.gare-nord","Voies 6/7 platform polygon","https://www.openstreetmap.org/relation/8209994","2026-09-13"
"neuchatel.gare-nord","Voies 4/5 platform polygon","https://www.openstreetmap.org/relation/8209995","2026-09-13"
"neuchatel.gare-nord","Voies 2/3 platform polygon","https://www.openstreetmap.org/relation/8209993","2026-09-13"
"neuchatel.gare-nord","2026 timetable and festival notice","https://www.transn.ch/fileadmin/transn/horaire_2026/109/transN-NE-109-2.pdf","2026-09-13"
"bern.bubenberg-future","SBB project schedule","https://news.sbb.ch/de/019d7b77-8b55-7146-873b-297632bf5fea/zukunft-bahnhof-bern-ausbau-laeuft-in-vielen-bereichen-gut-komplexitaet-fuehrt-jedoch-zu-verzoegerungen","2026-09-13"
"bern.bubenberg-future","Current SBB plan, August 2026","https://company.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-bern-a4.pdf","2026-09-13"
"geneve.lyon-main-hall","Current SBB station plan","https://company.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-geneve-a4.pdf","2026-09-13"
"geneve.lyon-main-hall","Current operator connection-plan download","https://www.tpg.ch/sites/default/files/arrets_plan_de_connexion/CVIN_Gen%C3%A8ve%20gare%20Cornavin_Totem.pdf","2026-09-13"
"geneve.lyon-main-hall","Recorded Lyon connections","https://transport.opendata.ch/v1/connections?from=8592850&to=8501120&date=2026-09-14&time=08%3A00&limit=3","2026-09-13"
"lausanne.georgette","TL Georgette stop plan, 2026","https://www.t-l.ch/app/uploads/2026/01/Lausanne-Georgette.pdf","2026-09-13"
"lausanne.georgette","CFF construction update, July 2026","https://news.sbb.ch/fr/019d7b77-2ee6-7440-82c6-0148ce2dc460/des-nouvelles-des-chantiers-de-la-gare-de-lausanne","2026-09-13"
"lausanne.georgette","Recorded Georgette connections","https://transport.opendata.ch/v1/connections?from=8592051&to=8501008&date=2026-09-14&time=08%3A00&limit=3","2026-09-13"
"lausanne.gare-m2-current","CFF construction update, July 2026","https://news.sbb.ch/fr/019d7b77-2ee6-7440-82c6-0148ce2dc460/des-nouvelles-des-chantiers-de-la-gare-de-lausanne","2026-09-13"
"lausanne.gare-m2-current","SBB Lausanne station plan, January 2026","https://company.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-lausanne-a4.pdf","2026-09-13"
"fribourg.richemond","Current SBB station plan","https://company.sbb.ch/content/dam/infrastruktur/trafimage/bahnhofplaene/plan-fribourg-a4.pdf","2026-09-13"
"fribourg.richemond","CFF access works completion","https://news.sbb.ch/fr/019d7b77-5154-7b10-8db3-d1206a8fd300/derniers-acces-modernises-a-la-gare-de-fribourg","2026-09-13"
"fribourg.richemond","City Richemond project completion","https://www.ville-fribourg.ch/transformations/richemond","2026-09-13"
"fribourg.richemond","Recorded Richemond connections","https://transport.opendata.ch/v1/connections?from=8511792&to=8507000&date=2026-09-14&time=08%3A00&limit=3","2026-09-13"
"fribourg.richemond","Mapped western underpass","https://www.openstreetmap.org/way/1231437119","2026-09-13"
"discovery:Nyon:Nyon, centre ville","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Nyon&type=station","2026-09-13"
"discovery:Nyon:Nyon, centre ville","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=46.384429&y=6.23595&type=station","2026-09-13"
"discovery:Nyon:Nyon, centre ville","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8593874&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Nyon:Nyon, Rte St-Cergue - Canal","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Nyon&type=station","2026-09-13"
"discovery:Nyon:Nyon, Rte St-Cergue - Canal","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=46.384429&y=6.23595&type=station","2026-09-13"
"discovery:Nyon:Nyon, Rte St-Cergue - Canal","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8512665&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Morges:Morges, gare","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Morges&type=station","2026-09-13"
"discovery:Morges:Morges, gare","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=46.511102&y=6.493958&type=station","2026-09-13"
"discovery:Morges:Morges, gare","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8570084&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Morges:Morges, Charpentiers","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Morges&type=station","2026-09-13"
"discovery:Morges:Morges, Charpentiers","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=46.511102&y=6.493958&type=station","2026-09-13"
"discovery:Morges:Morges, Charpentiers","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8592262&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Renens VD:Renens VD, gare","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Renens+VD&type=station","2026-09-13"
"discovery:Renens VD:Renens VD, gare","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=46.537046&y=6.57892&type=station","2026-09-13"
"discovery:Renens VD:Renens VD, gare","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8530749&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Renens VD:Renens VD, gare/Epenex","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Renens+VD&type=station","2026-09-13"
"discovery:Renens VD:Renens VD, gare/Epenex","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=46.537046&y=6.57892&type=station","2026-09-13"
"discovery:Renens VD:Renens VD, gare/Epenex","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8511875&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Baden:Baden, Bahnhof West","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Baden&type=station","2026-09-13"
"discovery:Baden:Baden, Bahnhof West","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.476417&y=8.307706&type=station","2026-09-13"
"discovery:Baden:Baden, Bahnhof West","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8578914&to=8507000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Baden:Baden, Postautostation","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Baden&type=station","2026-09-13"
"discovery:Baden:Baden, Postautostation","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.476417&y=8.307706&type=station","2026-09-13"
"discovery:Baden:Baden, Postautostation","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8572550&to=8507000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Brugg AG:Brugg AG, Bahnhof/Campus","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Brugg+AG&type=station","2026-09-13"
"discovery:Brugg AG:Brugg AG, Bahnhof/Campus","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.48085&y=8.208842&type=station","2026-09-13"
"discovery:Brugg AG:Brugg AG, Bahnhof/Campus","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8581749&to=8507000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Brugg AG:Brugg AG, Bahnhof/Zentrum","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Brugg+AG&type=station","2026-09-13"
"discovery:Brugg AG:Brugg AG, Bahnhof/Zentrum","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.48085&y=8.208842&type=station","2026-09-13"
"discovery:Brugg AG:Brugg AG, Bahnhof/Zentrum","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8572464&to=8507000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Rapperswil SG:Rapperswil SG, Bahnhof Süd","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Rapperswil+SG&type=station","2026-09-13"
"discovery:Rapperswil SG:Rapperswil SG, Bahnhof Süd","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.224876&y=8.816742&type=station","2026-09-13"
"discovery:Rapperswil SG:Rapperswil SG, Bahnhof Süd","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8591746&to=8507000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Rapperswil SG:Rapperswil SG (See)","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Rapperswil+SG&type=station","2026-09-13"
"discovery:Rapperswil SG:Rapperswil SG (See)","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.224876&y=8.816742&type=station","2026-09-13"
"discovery:Rapperswil SG:Rapperswil SG (See)","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8503667&to=8507000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Wil SG:Wil SG, Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Wil+SG&type=station","2026-09-13"
"discovery:Wil SG:Wil SG, Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.462409&y=9.040979&type=station","2026-09-13"
"discovery:Wil SG:Wil SG, Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8573602&to=8507000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Wil SG:Wil SG, Bahnhof Süd","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Wil+SG&type=station","2026-09-13"
"discovery:Wil SG:Wil SG, Bahnhof Süd","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.462409&y=9.040979&type=station","2026-09-13"
"discovery:Wil SG:Wil SG, Bahnhof Süd","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8578826&to=8507000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Solothurn:Solothurn, Hauptbahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Solothurn&type=station","2026-09-13"
"discovery:Solothurn:Solothurn, Hauptbahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.204189&y=7.542692&type=station","2026-09-13"
"discovery:Solothurn:Solothurn, Hauptbahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8572373&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Solothurn:Solothurn, Zuchwilerstr./Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Solothurn&type=station","2026-09-13"
"discovery:Solothurn:Solothurn, Zuchwilerstr./Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=47.204189&y=7.542692&type=station","2026-09-13"
"discovery:Solothurn:Solothurn, Zuchwilerstr./Bahnhof","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8510916&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Sion:Sion, poste/gare","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Sion&type=station","2026-09-13"
"discovery:Sion:Sion, poste/gare","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=46.227544&y=7.359183&type=station","2026-09-13"
"discovery:Sion:Sion, poste/gare","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8501994&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Sion:Sion, Gare Bus Sédunois","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Sion&type=station","2026-09-13"
"discovery:Sion:Sion, Gare Bus Sédunois","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=46.227544&y=7.359183&type=station","2026-09-13"
"discovery:Sion:Sion, Gare Bus Sédunois","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8583270&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
"discovery:Yverdon-les-Bains:Yverdon-les-Bains, gare","Timetable discovery sample","https://transport.opendata.ch/v1/locations?query=Yverdon-les-Bains&type=station","2026-09-13"
"discovery:Yverdon-les-Bains:Yverdon-les-Bains, gare","Timetable discovery sample","https://transport.opendata.ch/v1/locations?x=46.78155&y=6.640943&type=station","2026-09-13"
"discovery:Yverdon-les-Bains:Yverdon-les-Bains, gare","Timetable discovery sample","https://transport.opendata.ch/v1/connections?from=8504774&to=8503000&date=2026-09-14&time=08%3A00&limit=4","2026-09-13"
